t,theta1,theta_dot1,theta2,theta_dot2
0,0.7853981633974483,0,2.827433388230814,0
0.1,0.7819526612102614,-0.0721418521554625,2.8255850018006394,-0.03938471408661983
0.2,0.7716021402227834,-0.1437177974281504,2.8199666846175133,-0.07946424265547607
0.30000000000000004,0.7543151616939169,-0.21415938688937844,2.8103577229637624,-0.12092230971214868
