t,theta1,theta_dot1,theta2,theta_dot2
24.8,1.1909550892834586,0.5469882029968549,1.0530289965545439,0.7705805865499294
24.9,1.2395781284429985,0.42341836385497733,1.1255266980171503,0.6767442565547277
25,1.2752668186073641,0.2886884902528483,1.1878645986861371,0.567551723858742
25.1,1.2970180071616089,0.14500924133691306,1.2385758157431386,0.44454685801058125
25.2,1.3040318257760797,-0.005784303682000537,1.2763886306351317,0.3099824164582645
25.3,1.2956778839010052,-0.1620600925570232,1.3002641363483316,0.16615787259696158
25.4,1.2715066647069229,-0.321680052869458,1.3093756711628097,0.01498528186089651
25.5,1.2313479778295024,-0.4810442856002803,1.3030700641636745,-0.14190957986142347
25.6,1.1754918565403418,-0.6345359272878827,1.2808687013400273,-0.3025087696759375
25.7,1.104868815004492,-0.7752126322418339,1.2425558963760133,-0.46340619029754065
25.8,1.0210850951789292,-0.8969233116184371,1.188358182991115,-0.6191230024448601
25.9,0.9262269971514561,-0.9964687324417453,1.119138740537797,-0.7626323414121284
26,0.8225271552601101,-1.0740078077449315,1.036458681323929,-0.8874370806606825
26.1,0.7120866628241849,-1.1317207244632452,0.9423995107643323,-0.9899230745983145
26.2,0.5967562318325339,-1.1722203597281116,0.8392233326319012,-1.0700071108490958
26.3,0.4781422361002995,-1.1977121230309105,0.729073214565019,-1.1298517945676991
26.4,0.3576575111125805,-1.2098827854910037,0.6138366886511535,-1.1721681768962025
26.5,0.2365634782320466,-1.21011753049814,0.4951463087279198,-1.1992623739384365
26.6,0.11598833999944012,-1.1997228552303112,0.3744332269061075,-1.2128745688444247
26.7,-0.003070359344855625,-1.1800037454201397,0.2529742874659776,-1.2143973394218808
26.8,-0.11974260026435261,-1.1521817703388715,0.13191367473289037,-1.2051235463049048
26.9,-0.23326929493868148,-1.1172224306523642,0.012266136901789279,-1.1863514661092147
27,-0.34296751134833303,-1.0756566342609661,-0.10508158566744284,-1.1593208091177598
27.1,-0.448179989402054,-1.0274505225940063,-0.21935693484987878,-1.1250433826279869
27.2,-0.5482148387943907,-0.9719398328449835,-0.3298692599591507,-1.0841170689695312
27.3,-0.6422819667344464,-0.9078309407964297,-0.43596084501408566,-1.0365843782141444
27.4,-0.7294335537559297,-0.8332862413908547,-0.5369470055855805,-0.981856256311949
27.5,-0.8085191874194007,-0.746142957200067,-0.6320519072978367,-0.9187031494796143
27.6,-0.8781725485590534,-0.6443365750966764,-0.7203473239893281,-0.845327627532952
27.7,-0.936852744456853,-0.5265713174680792,-0.8007045035865242,-0.7595641898742449
27.8,-0.9829624361491331,-0.39315376112710604,-0.8717753337595701,-0.6592776507513097
27.9,-1.0150456054844248,-0.24668264245250002,-0.9320257162785147,-0.5430123955245599
28,-1.0320278875017472,-0.09213456010626861,-0.9798446535196785,-0.41083005315585724
28.1,-1.033421497083225,0.06394054261343454,-1.0137357087420868,-0.26505259295025535
28.2,-1.019412535051118,0.21487995957827608,-1.0325588583740697,-0.11044675101178907
28.3,-0.9907972384828676,0.3553404401335348,-1.0357471294116185,0.04648685506840777
28.4,-0.9488047377855977,0.48206151256348495,-1.0234118994503154,0.19895094188234835
28.5,-0.8948860162159359,0.5937978965418311,-0.9962949168776682,0.3413484920125666
28.6,-0.8305394536685944,0.6907295095608599,-0.9555977376761656,0.4701517460517984
28.7,-0.757202902685572,0.7737850191637277,-0.9027675984433853,0.5839149976340029
28.8,-0.6762054448942814,0.8441501571826305,-0.8393146162015735,0.6827084198323451
28.9,-0.5887560966469935,0.9030157168292087,-0.7666955189876291,0.7674225276405233
29,-0.49594836751679955,0.9514966127979236,-0.6862598540116986,0.8392442333653188
29.1,-0.39876835926126936,0.990627534867941,-0.5992361222328566,0.8993796429951824
29.2,-0.29810245477458686,1.0213677209455927,-0.5067356475081619,0.9489606609908277
29.3,-0.19474536611274001,1.0445874194396547,-0.40976069712022856,0.9890380726478183
29.4,-0.08941043099112361,1.0610382465762573,-0.3092121836111299,1.0205881695655703
29.5,0.017256857820825436,1.0713203414583368,-0.2058975048405409,1.0445011949100707
29.6,0.12466228235867338,1.075855075980028,-0.10054052047123795,1.061551961041255
29.7,0.23224387847112593,1.0748624043361619,0.006205190022056328,1.0723658740280453
29.8,0.3394505614191785,1.0683348275473514,0.11373989578695973,1.077390342901728
29.9,0.44571759737516053,1.0559992050394587,0.221498738149398,1.0768716839334116
30,0.5504374924629976,1.03726379455101,0.3289304162688246,1.070829803947937
