x1,x2,y1,y2
3.31306,3.31306,-4.08407,-4.08407
3.31306,3.31306,-4.08407,-4.08407
3.31306,3.31306,-4.08407,-4.08407
-4.08407,-4.08407,3.31306,3.31306
-4.08407,-4.08407,3.31306,3.31306
-4.08407,-3.85262,3.31306,3.46016
-3.85262,-3.65763,3.46016,3.63041
-3.65763,-3.49885,3.63041,3.82109
-3.49885,-3.38224,3.82109,4.02081
-3.38224,-3.35163,4.02081,4.08407
-4.08407,-4.08407,3.02856,3.02856
-4.08407,-4.08407,3.02856,3.02856
-4.08407,-3.83227,3.02856,3.13715
-3.83227,-3.61276,3.13715,3.27479
-3.61276,-3.42231,3.27479,3.44199
-3.42231,-3.2777,3.44199,3.62501
-3.2777,-3.18154,3.62501,3.81043
-3.18154,-3.12412,3.81043,3.99609
-3.12412,-3.10391,3.99609,4.08407
-4.08407,-4.08407,2.74405,2.74405
-4.08407,-4.08407,2.74405,2.74405
-4.08407,-4.08407,2.74405,2.74405
-4.08407,-3.81525,2.74405,2.7985
-3.81525,-3.56299,2.7985,2.88913
-3.56299,-3.32348,2.88913,3.01684
-3.32348,-3.1167,3.01684,3.17698
-3.1167,-3.1167,3.17698,3.17698
-3.1167,-2.99264,3.17698,3.318
-2.99264,-2.90147,3.318,3.48419
-2.90147,-2.85775,3.48419,3.64321
-2.85775,-2.84549,3.64321,3.80123
-2.84549,-2.85669,3.80123,3.976
-2.85669,-2.86898,3.976,4.08407
-4.08407,-3.81009,2.45955,2.44416
-3.81009,-3.53636,2.44416,2.46433
-3.53636,-3.26687,2.46433,2.51696
-3.26687,-3.00438,2.51696,2.59788
-3.00438,-2.7514,2.59788,2.70489
-2.7514,-2.51207,2.70489,2.83929
-2.51207,-2.51207,2.83929,2.83929
-2.51207,-2.33582,2.83929,2.97464
-2.33582,-2.33582,2.97464,2.97464
-2.33582,-2.23788,2.97464,3.08666
-2.23788,-2.23788,3.08666,3.08666
-2.23788,-2.18978,3.08666,3.18664
-2.18978,-2.18978,3.18664,3.18664
-2.18978,-2.18002,3.18664,3.28248
-2.18002,-2.20161,3.28248,3.37688
-2.20161,-2.24699,3.37688,3.47248
-2.24699,-2.32312,3.47248,3.59223
-2.32312,-2.45103,3.59223,3.77657
-2.45103,-2.59854,3.77657,4.00793
-2.59854,-2.64477,4.00793,4.08407
-4.08407,-4.08407,2.17504,2.17504
-4.08407,-4.08407,2.17504,2.17504
-4.08407,-3.82493,2.17504,2.08437
-3.82493,-3.5566,2.08437,2.0273
-3.5566,-3.28291,2.0273,2.00953
-3.28291,-3.0177,2.00953,2.02915
-3.0177,-2.74824,2.02915,2.08197
-2.74824,-2.48495,2.08197,2.16058
-2.48495,-2.22759,2.16058,2.25721
-2.22759,-1.97441,2.25721,2.36454
-1.97441,-1.72305,2.36454,2.47613
-1.72305,-1.47097,2.47613,2.58608
-1.47097,-1.21603,2.58608,2.68909
-1.21603,-0.95668,2.68909,2.78027
-0.95668,-0.69216,2.78027,2.85489
-0.69216,-0.42265,2.85489,2.90836
-0.42265,-0.14946,2.90836,2.93688
-0.14946,0.12519,2.93688,2.938
0.12519,0.39859,2.938,2.91172
0.39859,0.66843,2.91172,2.86021
0.66843,0.93338,2.86021,2.7873
0.93338,1.19315,2.7873,2.69739
1.19315,1.44845,2.69739,2.59528
1.44845,1.70071,2.59528,2.48576
1.70071,1.95202,2.48576,2.37405
1.95202,2.20491,2.37405,2.26603
2.20491,2.46183,2.26603,2.16817
2.46183,2.72456,2.16817,2.08771
2.72456,2.99354,2.08771,2.0325
2.99354,3.26697,2.0325,2.00995
3.26697,3.53581,2.00995,2.02529
3.53581,3.78135,2.02529,2.07368
3.78135,4.01833,2.07368,2.15072
4.01833,4.08407,2.15072,2.17545
-4.08407,-4.08407,1.89054,1.89054
-4.08407,-3.85833,1.89054,1.73424
-3.85833,-3.61508,1.73424,1.60821
-3.61508,-3.37151,1.60821,1.53588
-3.37151,-3.15566,1.53588,1.51542
-3.15566,-2.94374,1.51542,1.52977
-2.94374,-2.72154,1.52977,1.5754
-2.72154,-2.47891,1.5754,1.65366
-2.47891,-2.22489,1.65366,1.75861
-2.22489,-1.97583,1.75861,1.87515
-1.97583,-1.72843,1.87515,1.99526
-1.72843,-1.47958,1.99526,2.11229
-1.47958,-1.22681,2.11229,2.22047
-1.22681,-0.96858,2.22047,2.31463
-0.96858,-0.70438,2.31463,2.39025
-0.70438,-0.43487,2.39025,2.44363
-0.43487,-0.16167,2.44363,2.47217
-0.16167,0.11301,2.47217,2.47454
