t,theta1,theta_dot1,theta2,theta_dot2
5.2,0.22563514544929428,0.7314990405069786,-2.5247373844576457,-0.5202977733965704
5.3,0.29754908178309547,0.7056218995245448,-2.5739441962684424,-0.4645188925952129
5.4,0.3665347866479173,0.6730052567284661,-2.6177716923198346,-0.4126553650887758
5.5,0.4319408014830345,0.6341107039741428,-2.6565943669856225,-0.36436456145366886
5.6,0.49316504069442746,0.5894609561603035,-2.6907520535188576,-0.3192972361474741
5.7,0.5496599596498368,0.5396210255273863,-2.7205496200026027,-0.2771042361900271
5.8,0.6009358815614535,0.4851804476367447,-2.746257213915814,-0.2374408652318991
5.9,0.6465626496149514,0.42673773529667763,-2.7681108494124564,-0.19996945783947434
6,0.6861698724035196,0.36488789634395363,-2.786313181384323,-0.1643606063176298
6.1,0.719446096126534,0.30021348109744533,-2.8010343496588623,-0.13029338709798644
6.2,0.7461372638735867,0.23327928257850553,-2.812412807304406,-0.09745485496985792
6.3,0.766044820689487,0.16463052101199205,-2.820556070554017,-0.06553901055344702
6.4,0.7790237957449644,0.09479410175569092,-2.8255413458283067,-0.034245397777010245
6.5,0.784981140759356,0.024282365827921884,-2.827416003084823,-0.00327745182791114
6.6,0.783874539322735,-0.04640134490790615,-2.826197875459948,0.02765930720688773
6.7,0.7757118330759343,-0.11675606630939109,-2.821875373920244,0.05885915759855674
6.8,0.7605511294926833,-0.18627631716175821,-2.8144074126762986,0.09061806717004857
6.9,0.7385015798323509,-0.2544457244493334,-2.8037231480859055,0.12323552188981629
7,0.7097247360643876,-0.3207319477497999,-2.789721540833795,0.15701621794298962
7.1,0.6744363195351292,-0.3845836378131477,-2.7722707592881837,0.19227152638389622
7.2,0.6329081643549119,-0.445430087612149,-2.751207452309227,0.2293206159522861
7.3,0.5854700378681864,-0.5026841079414462,-2.7263359329533916,0.2684910854548735
7.4,0.532510997590046,-0.5557484591690652,-2.6974273317383655,0.3101189128405645
7.5,0.47447992224886115,-0.6040259421533726,-2.664218798784392,0.3545474665115276
7.6,0.41188485856352236,-0.6469329022574919,-2.6264128656516625,0.40212525032085095
7.7,0.3452908703903896,-0.6839155801056341,-2.583677112686208,0.45320196184508243
7.8,0.27531614697005474,-0.7144683608980054,-2.53564433642299,0.5081223337885955
7.9,0.20262624378353866,-0.7381526431032436,-2.481913470383517,0.5672171094182342
8,0.12792646780375413,-0.7546148416867555,-2.4220515834044805,0.6307903807582026
8.1,0.05195257055953709,-0.7636019717900054,-2.3555973621962205,0.6991024128019755
8.2,-0.024539935503026793,-0.7649733691290075,-2.282066575910373,0.7723470214129814
8.3,-0.10078739049379122,-0.7587074083219818,-2.200960112595376,0.8506226203037559
8.4,-0.17602999181500972,-0.7449025483828993,-2.1117752563902727,0.933896282471241
8.5,-0.2495236131311608,-0.7237726000508024,-2.0140209166699257,1.0219606805289736
8.6,-0.32055087844375074,-0.6956366904760563,-1.9072374912253396,1.114384706032566
8.7,-0.38843100690781873,-0.6609049108639009,-1.791021896625567,1.210460048576714
8.8,-0.45252806189293127,-0.6200610015839335,-1.6650579697200936,1.3091481196862045
8.9,-0.5122573843486382,-0.5736436139652528,-1.5291518783077438,1.4090343675650772
9,-0.5670901455389328,-0.5222276824301558,-1.3832713280096653,1.5082999436721445
9.1,-0.6165561003421197,-0.46640726878294947,-1.2275862258481023,1.6047231525516077
9.2,-0.6602447442795163,-0.4067809443678842,-1.0625071463413223,1.695723986800343
9.3,-0.6978051670092985,-0.3439404346264105,-0.8887167057478654,1.778462943112305
9.4,-0.7289449504785521,-0.2784628695791529,-0.7071881040881007,1.8499990624854694
9.5,-0.7534284739756659,-0.21090665794623278,-0.5191850894588098,1.9075011424980615
9.6,-0.7710749771697119,-0.14181073368084107,-0.32623891461041876,1.9484921896781715
9.7,-0.7817566980186388,-0.07169670359121878,-0.1301005318035837,1.9710937919990636
9.8,-0.7853973455879627,-0.0010732743450246746,0.06732993742916472,1.9742293220069573
9.9,-0.7819710997751058,0.06955775323948715,0.26409034676538123,1.9577471032644596
