t,theta1,theta_dot1,theta2,theta_dot2
12.8,0.05960703533073794,0.6828503584658706,2.6847869867925076,-0.3760047926174056
12.9,0.12756922699377843,0.6755063913723242,2.6442925371848145,-0.4344991975451219
13,0.19453254922723576,0.6628905861044473,2.597759068512983,-0.4968343059948296
13.1,0.2599759966850845,0.6451353284801775,2.5447888852009943,-0.5632709078263108
13.2,0.3233943788924846,0.6224238143682682,2.4849620354101885,-0.6339901563275524
13.3,0.3843031665938153,0.5949851738299199,2.4178452711767355,-0.7090732314040407
13.4,0.4422428013083167,0.5630886639002421,2.343003155460439,-0.7884788391503089
13.5,0.49678239180655587,0.527037269557639,2.2600114956957946,-0.8720193505694205
13.6,0.5475227560263776,0.48716107142438164,2.1684731818222267,-0.9593368199952019
13.7,0.5940988015421348,0.4438107348372014,2.068036358615463,-1.0498806116688548
13.8,0.6361812756328993,0.3973514279591631,1.9584146644672484,-1.1428888564670363
13.9,0.6734779395153626,0.34815744779636804,1.8394090241098666,-1.2373763907499957
14,0.7057342502632482,0.296607738140162,1.7109302012669254,-1.3321321003456452
14.1,0.7327336438258364,0.24308242913611797,1.5730210208167714,-1.4257285808988107
14.2,0.7542975243404141,0.1879604509334737,1.425876908162637,-1.5165466832833827
14.3,0.7702850673170635,0.13161818097571654,1.2698631500832442,-1.6028167186271374
14.4,0.7805929380816656,0.07442902810106974,1.1055271774335806,-1.6826764983856002
14.5,0.7851550072595501,0.016763794973093864,0.9336042505390864,-1.7542450459324381
14.6,0.7839421327363449,-0.04100838258205585,0.755015130912754,-1.81570834449816
14.7,0.7769620548434825,-0.09851876324048459,0.5708547942089063,-1.8654117613005603
14.8,0.7642594245423366,-0.15539765218144286,0.3823718590722375,-1.9019519079257234
14.9,0.7459159599742414,-0.21127323864568784,0.19093919681301114,-1.9242598130506838
15,0.7220506988087336,-0.26577087203556926,-0.0019830022532692088,-1.9316673516729288
15.1,0.6928202916799908,-0.31851300086253925,-0.19488967487935482,-1.9239500659753133
15.2,0.6584192602376698,-0.36911996753742954,-0.386276228074947,-1.9013417706043578
15.3,0.61908012722898,-0.41721178757494837,-0.5746838518401864,-1.8645193414751833
15.4,0.5750733163897227,-0.4624109891258724,-0.7587418758640136,-1.8145593589383582
15.5,0.5267067155284754,-0.5043465052934056,-0.9372045706179595,-1.7528712484700786
15.6,0.4743248000141393,-0.5426585522002138,-1.1089803626403305,-1.681113849014645
15.7,0.41830722225149836,-0.5770043381469812,-1.2731522158260231,-1.6011034627875604
15.8,0.3590668052228916,-0.6070643506596582,-1.4289887320408983,-1.5147215197451003
15.9,0.29704688390899336,-0.6325489638557378,-1.5759463026600027,-1.4238289970772553
16,0.23271798830274576,-0.6532050123558284,-1.7136632753105254,-1.3301930415846304
16.1,0.1665738806886854,-0.6688219900901428,-1.8419475438216177,-1.2354292012089791
16.2,0.0991270081606945,-0.6792375055867466,-1.9607592071249837,-1.1409606286028522
16.3,0.030903462991683783,-0.6843416725098704,-2.0701899854739283,-1.0479938514823464
16.4,-0.03756243137714475,-0.6840801722472573,-2.170440971978156,-0.9575093869107998
16.5,-0.10573376985935441,-0.678455794967628,-2.2618000851115654,-0.8702646200596769
16.6,-0.17307678491750905,-0.6675283599001098,-2.3446203064529034,-0.7868060283120113
16.7,-0.23906647829703953,-0.6514130213483711,-2.4192994785724076,-0.7074878252413929
16.8,-0.3031920062750791,-0.6302770672505259,-2.486262176873888,-0.6324943906981533
16.9,-0.36496167744357777,-0.6043354093534267,-2.5459439202399676,-0.5618642668260088
